species,name_change,Split_species,avonet_species_name,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat,Trophic.Level,Trophic.Niche,LAT,New_Data_Notes,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,status_group
Charadrius alexandrinus,0,,Charadrius alexandrinus,Charadriiformes,LC,No,Volant,42.3,55,Coastal,Carnivore,Aquatic predator,40.96,,16.3,10.8,3.1,3.1,26.5,106.2,59.2,48.5,44.2,Not threatened
Charadrius alticola,0,,Charadrius alticola,Charadriiformes,LC,No,Volant,44.9,48.7,Wetland,Carnivore,Aquatic predator,-18.69,,16.7,9.5,2.7,3.2,27.4,117.5,57.2,60.2,48,Not threatened
Charadrius aquilonius,0,,Charadrius aquilonius,Charadriiformes,NT,Yes,Volant,146,43.2,Coastal,Carnivore,Aquatic predator,-36.28,,27.5,17.3,5.3,6.5,39,160.4,69.4,91,68.7,Not threatened
Charadrius asiaticus,0,,Charadrius asiaticus,Charadriiformes,LC,No,Volant,77.1,58,Desert,Carnivore,Omnivore,44.94,,22.9,15.7,3.6,4.2,37.1,140.6,81.8,59,54,Not threatened
Charadrius bicinctus,0,,Charadrius bicinctus,Charadriiformes,NT,No,Volant,59.4,54.1,Riverine,Carnivore,Aquatic predator,-41.81,,19.2,13.2,3.4,3.8,30.6,127.4,68.8,58.2,55.8,Not threatened
Charadrius bifrontatus,0,,Charadrius bifrontatus,Charadriiformes,LC,Yes,Volant,31.2,45.9,Wetland,Carnivore,Aquatic predator,-19.46,,19.6,11.3,3.5,3.9,24.7,108.9,50,58.9,61,Not threatened
Charadrius collaris,0,,Charadrius collaris,Charadriiformes,LC,No,Volant,28.3,49.9,Riverine,Carnivore,Aquatic predator,-10.53,,17.3,11.4,3.3,3.8,25.9,95.6,47,47.2,44.8,Not threatened
Charadrius dealbatus,0,,Charadrius dealbatus,Charadriiformes,DD,No,Volant,42.3,53.2,Coastal,Carnivore,Aquatic predator,22.29,,19.4,10.8,3.3,3.8,25.6,107.7,57.3,50.4,44.8,DD
Charadrius dubius,0,,Charadrius dubius,Charadriiformes,LC,No,Volant,38.7,51,Wetland,Carnivore,Aquatic predator,43.86,,16.1,9.3,2.6,3.1,23.2,114.8,57.2,55,55.6,Not threatened
Charadrius falklandicus,0,,Charadrius falklandicus,Charadriiformes,LC,No,Volant,65,52.3,Wetland,Carnivore,Aquatic predator,-45.45,,20.1,12.5,3.4,3.6,28.4,126,65.5,59.8,50.4,Not threatened
Charadrius forbesi,0,,Charadrius forbesi,Charadriiformes,LC,No,Volant,31.2,50,Wetland,Carnivore,Invertivore,0.73,,18.7,11.3,3.4,4.1,29.5,124.2,61.5,61.5,65.8,Not threatened
Charadrius hiaticula,0,,Charadrius hiaticula,Charadriiformes,LC,No,Volant,64,53.5,Coastal,Carnivore,Aquatic predator,69.82,,16.1,8.3,3.3,3.7,25.3,126,69.1,56.3,60.2,Not threatened
Charadrius javanicus,0,,Charadrius javanicus,Charadriiformes,LC,No,Volant,42.3,50.2,Coastal,Carnivore,Aquatic predator,-7.7,,16.5,10.4,3,3.4,25,98.8,49.6,49.2,38.2,Not threatened
Charadrius leschenaultii,0,,Charadrius leschenaultii,Charadriiformes,LC,No,Volant,74.8,53.1,Grassland,Carnivore,Aquatic predator,44.18,,26.5,16.4,4.2,5.4,36.5,136.4,72,63.5,49.8,Not threatened
Charadrius marginatus,0,,Charadrius marginatus,Charadriiformes,LC,No,Volant,48.3,48.8,Coastal,Carnivore,Aquatic predator,-15.01,,18.7,10.8,3,3.5,25.7,109,53.5,56.2,49.6,Not threatened
Charadrius melodus,0,,Charadrius melodus,Charadriiformes,NT,No,Volant,54.4,54.5,Coastal,Carnivore,Aquatic predator,46.4,,15,7.9,3.7,4,22.1,115.4,62.8,52.5,49.6,Not threatened
Charadrius modestus,0,,Charadrius modestus,Charadriiformes,LC,No,Volant,78,53.4,Grassland,Carnivore,Aquatic predator,-51.1,,20.8,15.7,4,4.3,34.1,141.4,75.5,66,64.2,Not threatened
Charadrius mongolus,0,,Charadrius mongolus,Charadriiformes,LC,No,Volant,64,58.5,Wetland,Carnivore,Aquatic predator,41.63,,18,11.4,4,4.2,29.8,128.8,75.8,53.8,52.8,Not threatened
Charadrius montanus,0,,Charadrius montanus,Charadriiformes,NT,No,Volant,95.7,54.1,Grassland,Carnivore,Invertivore,41.32,,23.4,17,4,4.1,39.4,145.6,79.2,67,62.8,Not threatened
Charadrius nivosus,0,,Charadrius nivosus,Charadriiformes,NT,No,Volant,42.3,53.4,Coastal,Carnivore,Aquatic predator,20.59,,16.8,9.8,2.9,3.3,23.7,102.5,54.8,47.8,39.8,Not threatened
Charadrius obscurus,0,,Charadrius obscurus,Charadriiformes,CR,Yes,Volant,146,52.6,Coastal,Carnivore,Aquatic predator,-46.52,,31,18.9,4.8,6.1,37.2,168.8,88.8,80,64.8,Threatened
Charadrius pallidus,0,,Charadrius pallidus,Charadriiformes,LC,No,Volant,34.8,49,Wetland,Carnivore,Aquatic predator,-23.67,,15.3,10,3.1,3.4,26.8,90.4,44,45.8,36.2,Not threatened
Charadrius pecuarius,0,,Charadrius pecuarius,Charadriiformes,LC,No,Volant,34,52.4,Wetland,Carnivore,Aquatic predator,-3.25,,18.4,10.4,3.2,3.3,29.9,102.2,54.2,49.2,45,Not threatened
Charadrius peronii,0,,Charadrius peronii,Charadriiformes,NT,No,Volant,42,45.1,Coastal,Carnivore,Aquatic predator,2.44,,16.7,10.2,3.4,3.9,27.5,99.2,44.8,54.5,37.8,Not threatened
Charadrius placidus,0,,Charadrius placidus,Charadriiformes,LC,No,Volant,62.7,51.7,Riverine,Carnivore,Aquatic predator,41.52,,22.5,12.8,3.3,4,30,137.8,71.8,67,69,Not threatened
Charadrius ruficapillus,0,,Charadrius ruficapillus,Charadriiformes,LC,No,Volant,37.4,52.7,Coastal,Carnivore,Aquatic predator,-27.1,,15.7,8.8,2.6,3,24.9,99.2,51.5,46.2,38.6,Not threatened
Charadrius sanctaehelenae,0,,Charadrius sanctaehelenae,Charadriiformes,VU,Yes,Volant,48.7,40.1,Grassland,Carnivore,Invertivore,-15.96,,23.2,13.8,3.7,3.8,38.4,111.4,44.2,66,51,Threatened
Charadrius semipalmatus,0,,Charadrius semipalmatus,Charadriiformes,LC,No,Volant,46.7,56,Wetland,Carnivore,Aquatic predator,64.38,,14.5,8.5,3.2,3.7,22.9,118.4,65,51,51.8,Not threatened
Charadrius thoracicus,0,,Charadrius thoracicus,Charadriiformes,VU,Yes,Volant,11.5,49,Coastal,Carnivore,Invertivore,-20.92,,19.6,11.6,3.4,3.5,30.6,104.2,51,53.2,45.5,Threatened
Charadrius tricollaris,0,,Charadrius tricollaris,Charadriiformes,LC,No,Volant,31.2,47.1,Wetland,Carnivore,Aquatic predator,-12.87,,16.5,10,2.6,3.2,23.7,109,51.5,57.8,60.8,Not threatened
Charadrius veredus,0,,Charadrius veredus,Charadriiformes,LC,No,Volant,95,58.9,Wetland,Carnivore,Omnivore,47.51,,23.9,16.1,3.7,4.3,44,158.6,92.5,64.5,57.2,Not threatened
Charadrius vociferus,0,,Charadrius vociferus,Charadriiformes,LC,No,Volant,96.4,52.6,Wetland,Carnivore,Omnivore,44.7,,21.5,13.1,3.5,4.2,34.4,158.8,83.5,75.2,85.8,Not threatened
Charadrius wilsonia,0,,Charadrius wilsonia,Charadriiformes,LC,No,Volant,55.1,53.5,Coastal,Carnivore,Aquatic predator,14.57,,22.9,14.1,4.6,5.8,28,117.4,62.5,54.2,45.2,Not threatened
Charitospiza eucosma,0,,Charitospiza eucosma,Passeriformes,NT,No,Volant,10.5,20.2,Shrubland,Omnivore,Omnivore,-13.44,,11.2,6.6,4.2,4.8,15.9,57,12.3,45.5,45.1,Not threatened
Charmosyna amabilis,0,,Charmosyna amabilis,Psittaciformes,CR,Yes,Volant,8.5,48.2,Forest,Herbivore,Nectarivore,-17.4,,18.2,13.8,7.7,11.4,14.1,106.8,51.4,55.4,91.2,Threatened
Charmosyna diadema,0,,Charmosyna diadema,Psittaciformes,CR,Yes,Volant,37,40.9,Forest,Herbivore,Omnivore,-20.439,IUCN,11.3,9,6.1,9.8,10.8,93,38,55,84.5,Threatened
Charmosyna josefinae,0,,Charmosyna josefinae,Psittaciformes,LC,No,Volant,74,48.8,Forest,Herbivore,Nectarivore,-3.93,,21.4,16.4,8.9,12.8,15.4,131,64.2,66.8,240,Not threatened
Charmosyna margarethae,0,,Charmosyna margarethae,Psittaciformes,NT,Yes,Volant,49.4,48.5,Forest,Herbivore,Omnivore,-8.16,,16.4,11.8,7.5,9.6,11.8,91.4,42,44.7,86.8,Not threatened
Charmosyna meeki,0,,Charmosyna meeki,Psittaciformes,NT,Yes,Volant,23.8,45.5,Forest,Herbivore,Omnivore,-7.33,,14.2,11.1,6.1,7.9,11,76.5,34.8,41.7,69.7,Not threatened
Charmosyna multistriata,0,,Charmosyna multistriata,Psittaciformes,NT,No,Volant,37,52,Forest,Herbivore,Omnivore,-5.76,,19.7,15.1,7.5,11.4,12.1,95.5,49.6,45.9,74,Not threatened
Charmosyna palmarum,0,,Charmosyna palmarum,Psittaciformes,VU,Yes,Volant,37,47.6,Forest,Herbivore,Nectarivore,-15.49,,14.6,11.1,6.6,8.6,12.1,90.8,43.2,47.5,77,Threatened
Charmosyna papou,0,,Charmosyna papou,Psittaciformes,LC,No,Volant,82.9,45.8,Forest,Herbivore,Omnivore,-1.01,,14.9,11.1,5.9,7.8,10.8,79,36.1,42.9,80.2,Not threatened
Charmosyna placentis,0,,Charmosyna placentis,Psittaciformes,LC,No,Volant,33.6,46.5,Forest,Herbivore,Omnivore,-5.14,,15.4,11.9,6.9,9.8,11.1,88.4,41.2,47.2,68.8,Not threatened
Charmosyna pulchella,0,,Charmosyna pulchella,Psittaciformes,LC,No,Volant,34.1,48,Forest,Herbivore,Nectarivore,-5.03,,20.5,16.6,9.5,12.5,14.8,114.4,57.8,62.5,117,Not threatened
Charmosyna rubrigularis,0,,Charmosyna rubrigularis,Psittaciformes,LC,Yes,Volant,37,49.3,Forest,Herbivore,Omnivore,-5.09,,15.6,12,6.3,9.2,10.8,89.1,43.9,45.2,87.2,Not threatened
Charmosyna rubronotata,0,,Charmosyna rubronotata,Psittaciformes,LC,No,Volant,32.5,45.6,Forest,Herbivore,Nectarivore,-2.9,,15.8,11.9,7.3,10.7,11.1,84.2,38.6,45.9,65.4,Not threatened
Charmosyna stellae,0,,Charmosyna stellae,Psittaciformes,LC,No,Volant,82.9,49,Forest,Herbivore,Omnivore,-5.5,,22.6,18,9.3,14.5,16.6,137.2,68,70.7,237.8,Not threatened
Charmosyna toxopei,0,,Charmosyna toxopei,Psittaciformes,CR,Yes,Volant,37,46.6,Forest,Herbivore,Nectarivore,-3.42,,15.9,12,6.7,9.5,10.7,86.9,40.5,46.4,77.2,Threatened
Charmosyna wilhelminae,0,,Charmosyna wilhelminae,Psittaciformes,LC,No,Volant,18,48.6,Forest,Herbivore,Nectarivore,-5.78,,12.6,9.8,5.1,6.9,9.8,67.2,32.7,34.5,45.8,Not threatened
Chasiempis ibidis,0,,Chasiempis ibidis,Passeriformes,EN,Yes,Volant,13.1,17.8,Forest,Carnivore,Invertivore,21.49,,16,8.9,4.8,3.8,23,68.5,12.2,56.3,61.8,Threatened
Chasiempis sandwichensis,0,,Chasiempis sandwichensis,Passeriformes,VU,Yes,Volant,13.7,17.5,Forest,Carnivore,Invertivore,19.59,,15.8,8,4.2,3.8,23.3,73.7,12.9,60.7,61.5,Threatened
Chasiempis sclateri,0,,Chasiempis sclateri,Passeriformes,VU,Yes,Volant,12.9,17.7,Forest,Carnivore,Invertivore,22.1,,16.4,8.5,4.8,3.7,24.9,68.8,12.2,56.6,59.8,Threatened
Chauna chavaria,0,,Chauna chavaria,Anseriformes,NT,No,Volant,2557.6,34.8,Wetland,Herbivore,Herbivore aquatic,9.18,,47.4,21.4,13.3,15.9,127.4,492.8,171.8,321,195.5,Not threatened
Chauna torquata,0,,Chauna torquata,Anseriformes,LC,No,Volant,4400,35.3,Wetland,Herbivore,Herbivore aquatic,-24.91,,47.3,21.9,13.6,15.3,123.5,517,184,337.8,204.4,Not threatened
Chelictinia riocourii,0,,Chelictinia riocourii,Accipitriformes,VU,No,Volant,110,55.7,Shrubland,Carnivore,Invertivore,14.35,,17.7,11.6,8.6,9.1,28.2,240.2,136.2,108.5,192,Threatened
Chelidoptera tenebrosa,0,,Chelidoptera tenebrosa,Piciformes,LC,No,Volant,35.9,22.4,Shrubland,Carnivore,Invertivore,-4.75,,22.1,15.2,5.2,7.3,13.4,107.2,24.1,82.3,53.6,Not threatened
Chelidorhynx hypoxanthus,0,,Chelidorhynx hypoxanthus,Passeriformes,LC,No,Volant,6,15.6,Forest,Carnivore,Invertivore,25.38,,8.4,3.8,2.9,2.5,13.7,54.9,8.5,46.2,57.9,Not threatened
Chenonetta jubata,0,,Chenonetta jubata,Anseriformes,LC,No,Volant,807.5,47,Wetland,Herbivore,Herbivore terrestrial,-26.72,,36.5,15.3,13.6,9.7,47.8,258.8,121.2,136.5,93.7,Not threatened
Chenorhamphus grayi,0,,Chenorhamphus grayi,Passeriformes,LC,No,Volant,12.5,12,Forest,Carnivore,Invertivore,-2.93,,17.4,9.9,6,3.8,23.6,58.1,6.9,51.1,52,Not threatened
Cheramoeca leucosterna,0,,Cheramoeca leucosterna,Passeriformes,LC,No,Volant,14.1,54.7,Riverine,Carnivore,Invertivore,-27.41,,9,4.3,3.5,2.3,14.1,101.6,55.5,46,72.9,Not threatened
Chersomanes albofasciata,0,,Chersomanes albofasciata,Passeriformes,LC,No,Volant,24.6,15.7,Grassland,Carnivore,Invertivore,-24.26,,20,12,3.6,4.1,26.6,82.2,12.8,68.2,44.4,Not threatened
Chersophilus duponti,0,,Chersophilus duponti,Passeriformes,VU,No,Volant,39.4,25.9,Grassland,Omnivore,Omnivore,34.39,,22.5,14.4,4.1,4.7,22.3,95.7,24.8,70.9,64.5,Threatened
Chionis albus,0,,Chionis albus,Charadriiformes,LC,No,Volant,675.7,40.1,Marine,Omnivore,Omnivore,-63.28,,32.7,21.9,10,17.2,46.5,246.2,98.4,146.6,103,Not threatened
Chionis minor,0,,Chionis minor,Charadriiformes,LC,Yes,Volant,494,35.9,Marine,Omnivore,Omnivore,-49.28,,33.5,22.6,8.7,14.6,45.4,227,81.1,145.2,105.8,Not threatened
Chionodacryon speculiferum,0,,Chionodacryon speculiferum,Passeriformes,LC,No,Volant,36.8,26.8,Grassland,Omnivore,Omnivore,-14.14,,16.9,10.8,6.1,7.1,25.2,115.8,30.8,84,74.8,Not threatened
Chiroxiphia boliviana,0,,Chiroxiphia boliviana,Passeriformes,LC,No,Volant,17.1,16.8,Forest,Omnivore,Frugivore,-15.93,,11.9,6,3.7,4,18.3,68,11.4,56.4,45.6,Not threatened
Chiroxiphia caudata,0,,Chiroxiphia caudata,Passeriformes,LC,No,Volant,25.6,17.6,Forest,Omnivore,Omnivore,-23.46,,13.8,7.3,4,4.6,19.8,75.9,13.4,63,57.8,Not threatened
Chiroxiphia lanceolata,0,,Chiroxiphia lanceolata,Passeriformes,LC,No,Volant,18.5,11.1,Woodland,Herbivore,Frugivore,9.43,,12.2,6.6,4.1,4.2,18.1,70.2,7.8,62.4,48.7,Not threatened
Chiroxiphia linearis,0,,Chiroxiphia linearis,Passeriformes,LC,No,Volant,17.4,9.6,Woodland,Herbivore,Frugivore,13.02,,11.7,6.4,4.2,4.5,17.5,68.9,6.8,63.1,118.2,Not threatened
Chiroxiphia pareola,0,,Chiroxiphia pareola,Passeriformes,LC,No,Volant,16.8,12.2,Forest,Omnivore,Frugivore,-4.86,,11.4,6.5,4.4,4.9,17.8,69.4,8.2,59.1,34.4,Not threatened
Chlamydera cerviniventris,0,,Chlamydera cerviniventris,Passeriformes,LC,No,Volant,156.4,17.8,Shrubland,Omnivore,Omnivore,-7.39,,29.8,15.2,7.5,10.1,39.8,143.7,25.5,117.8,112.9,Not threatened
Chlamydera guttata,0,,Chlamydera guttata,Passeriformes,LC,No,Volant,136,18.4,Shrubland,Herbivore,Omnivore,-24.96,,27.1,16,6.9,8.9,39.3,141.6,25.4,112.6,92.6,Not threatened
Chlamydera lauterbachi,0,,Chlamydera lauterbachi,Passeriformes,LC,No,Volant,123.2,13.4,Shrubland,Omnivore,Omnivore,-4.62,,27.6,14.6,6.5,8.9,37.3,127.2,17.1,110.1,105,Not threatened
Chlamydera maculata,0,,Chlamydera maculata,Passeriformes,LC,No,Volant,140,17.8,Shrubland,Herbivore,Omnivore,-25.86,,30.5,15.6,8,9.8,39.8,145.5,26.4,121.9,109.5,Not threatened
Chlamydera nuchalis,0,,Chlamydera nuchalis,Passeriformes,LC,No,Volant,200.4,14.1,Shrubland,Herbivore,Omnivore,-16.58,,36.5,19.2,8.8,11.4,47.5,172.8,24.1,146.4,142.5,Not threatened
Chlamydochaera jefferyi,0,,Chlamydochaera jefferyi,Passeriformes,LC,No,Volant,65.1,26.3,Forest,Herbivore,Frugivore,2.46,,19.4,11.1,4.7,5.2,25.8,110.8,29.1,81.6,98.8,Not threatened
Chlamydotis macqueenii,0,,Chlamydotis macqueenii,Otidiformes,VU,No,Volant,1501.3,43.3,Desert,Herbivore,Omnivore,40.12,,45.5,24.4,11.1,9.2,89.5,383.4,163.8,214.4,194.9,Threatened
Chlamydotis undulata,0,,Chlamydotis undulata,Otidiformes,VU,No,Volant,1501.3,41.1,Desert,Herbivore,Omnivore,28.24,,49.6,24.3,11.2,9.2,92.1,364.3,149.3,213.3,222,Threatened
Chlidonias albostriatus,0,,Chlidonias albostriatus,Charadriiformes,EN,Yes,Volant,94.7,64.5,Coastal,Carnivore,Aquatic predator,-44.17,,29.9,17.8,3.6,6.5,17.1,239.6,154.8,85,108.2,Threatened
Chlidonias hybrida,0,,Chlidonias hybrida,Charadriiformes,LC,No,Volant,83.7,63.6,Wetland,Carnivore,Aquatic predator,13.76,,35,20.1,4.3,7.5,23,231.8,144.5,82.8,85.8,Not threatened
Chlidonias leucopterus,0,,Chlidonias leucopterus,Charadriiformes,LC,No,Volant,54.2,61.4,Wetland,Carnivore,Aquatic predator,51.26,,30,16.7,3.8,5.7,18.7,208.2,126.9,79.9,75.4,Not threatened
Chlidonias niger,0,,Chlidonias niger,Charadriiformes,LC,No,Volant,65.3,62.1,Wetland,Carnivore,Aquatic predator,50.61,,31.1,18.4,3.5,5.4,15.8,201.7,123.7,75,77.8,Not threatened
Chloebia gouldiae,0,,Chloebia gouldiae,Passeriformes,NT,No,Volant,13.8,30.4,Woodland,Herbivore,Granivore,-15.85,,11.5,8.5,6.9,7.2,14.9,64.2,19.5,44.6,46.2,Not threatened
Chloephaga hybrida,0,,Chloephaga hybrida,Anseriformes,LC,No,Volant,2281.8,37.2,Marine,Herbivore,Herbivore terrestrial,-49.89,,34.2,18.7,16.6,13.5,53.5,358,131.5,222.2,131.8,Not threatened
Chloephaga melanoptera,0,,Chloephaga melanoptera,Anseriformes,LC,No,Volant,2037,35.5,Wetland,Herbivore,Herbivore terrestrial,-22.01,,40.7,19.7,17.6,14.5,74.4,431.7,152.8,279,137.3,Not threatened
Chloephaga picta,0,,Chloephaga picta,Anseriformes,LC,No,Volant,2880.4,44.1,Grassland,Herbivore,Herbivore terrestrial,-46.63,,40.1,21,18,14.7,72.5,412.2,178.2,226.2,138.2,Not threatened
Chloephaga poliocephala,0,,Chloephaga poliocephala,Anseriformes,LC,No,Volant,2007.1,43.5,Grassland,Herbivore,Herbivore terrestrial,-47.76,,30.9,16.2,14.1,12,55.2,345.4,147,191.2,119,Not threatened
Chloephaga rubidiceps,0,,Chloephaga rubidiceps,Anseriformes,LC,No,Volant,2086,44.4,Grassland,Herbivore,Herbivore terrestrial,-52.77,,30.5,15.3,13,11.2,56.2,325.6,143.2,179.8,109.4,Not threatened
Chloris ambigua,0,,Chloris ambigua,Passeriformes,LC,No,Volant,15.5,35.3,Woodland,Herbivore,Granivore,24.55,,14.6,9.7,5.7,6.9,14.4,78.1,27.4,50.4,45.9,Not threatened
Chloris chloris,0,,Chloris chloris,Passeriformes,LC,No,Volant,26,32.5,Woodland,Herbivore,Granivore,50.67,,14.4,11,7.6,8.8,17.3,85.3,27.8,57.4,55.7,Not threatened
Chloris monguilloti,0,,Chloris monguilloti,Passeriformes,LC,No,Volant,15.5,32.9,Woodland,Herbivore,Granivore,12.01,,14.1,9.4,5.7,7.3,14.6,75.7,24.8,50.6,48.4,Not threatened
Chloris sinica,0,,Chloris sinica,Passeriformes,LC,No,Volant,18.6,33.5,Shrubland,Herbivore,Granivore,37.44,,13.8,8.7,6.4,7.8,14.5,76.1,25.2,49.9,48.3,Not threatened
Chloris spinoides,0,,Chloris spinoides,Passeriformes,LC,No,Volant,18.6,34.5,Forest,Herbivore,Granivore,27.93,,13.7,8.6,5.9,7.2,15.4,77.1,26.6,50.5,46.8,Not threatened
Chloroceryle aenea,0,,Chloroceryle aenea,Coraciiformes,LC,No,Volant,13.8,24.2,Riverine,Carnivore,Aquatic predator,-3.66,,31,24,5,6.5,7.9,55.9,13.6,42.4,34,Not threatened
Chloroceryle amazona,0,,Chloroceryle amazona,Coraciiformes,LC,No,Volant,126.4,29.9,Riverine,Carnivore,Aquatic predator,-8.36,,69.4,57.6,11.6,15.3,12.6,130.5,39.9,93.4,76.8,Not threatened
Chloroceryle americana,0,,Chloroceryle americana,Coraciiformes,LC,No,Volant,33.7,25.6,Riverine,Carnivore,Aquatic predator,-5.49,,42,34.2,6.2,8.7,7.8,76.8,19.7,57.3,57.8,Not threatened
Chloroceryle inda,0,,Chloroceryle inda,Coraciiformes,LC,No,Volant,52.1,27,Riverine,Carnivore,Aquatic predator,-4.85,,51.6,39.5,8.8,10.8,10.3,97,26.2,70.8,63.8,Not threatened
Chlorochrysa calliparaea,0,,Chlorochrysa calliparaea,Passeriformes,LC,No,Volant,17,26,Forest,Herbivore,Frugivore,-4.68,,14.6,8.6,3.9,4.6,18.8,70.9,18.5,52.4,43.9,Not threatened
Chlorochrysa fulgentissima,0,,Chlorochrysa fulgentissima,Passeriformes,LC,No,Volant,17,26.5,Forest,Herbivore,Frugivore,-14.32,,14.7,8.6,3.6,4.5,18.2,68,18.3,50.7,40.3,Not threatened
Chlorochrysa nitidissima,0,,Chlorochrysa nitidissima,Passeriformes,NT,No,Volant,18.6,24,Forest,Carnivore,Invertivore,5.04,,12.2,8.2,3.9,4.5,18.1,66.9,16.2,51.5,43.6,Not threatened
Chlorochrysa phoenicotis,0,,Chlorochrysa phoenicotis,Passeriformes,LC,No,Volant,21.8,24.6,Forest,Omnivore,Invertivore,2.37,,15.9,9.6,3.8,4.6,21.6,73.5,18.1,55.4,40.2,Not threatened
Chlorocichla falkensteini,0,,Chlorocichla falkensteini,Passeriformes,LC,No,Volant,31.7,13.5,Shrubland,Herbivore,Frugivore,-1.88,,18.7,9.8,4.2,5.2,21,92.4,12.5,80.5,87.8,Not threatened
Chlorocichla flaviventris,0,,Chlorocichla flaviventris,Passeriformes,LC,No,Volant,39.4,12.7,Forest,Herbivore,Omnivore,-13.84,,21.6,12,4.9,6.1,24,101.3,12.9,88.4,96.4,Not threatened
Chlorocichla laetissima,0,,Chlorocichla laetissima,Passeriformes,LC,No,Volant,50.2,14.3,Forest,Herbivore,Omnivore,-0.69,,22,10.5,4.8,5.2,21.6,105,15,90,100.6,Not threatened
Chlorocichla prigoginei,0,,Chlorocichla prigoginei,Passeriformes,EN,No,Volant,45.3,10.6,Forest,Herbivore,Omnivore,0.24,,17.8,10.3,4.2,5.3,18.2,96,10.2,85.8,95,Threatened
Chlorocichla simplex,0,,Chlorocichla simplex,Passeriformes,LC,No,Volant,46.4,12.4,Shrubland,Herbivore,Frugivore,1.72,,20.2,11.4,5.4,6.1,25.3,100.6,12.5,87.7,94,Not threatened
Chlorodrepanis flava,0,,Chlorodrepanis flava,Passeriformes,VU,Yes,Volant,12.6,27,Forest,Herbivore,Omnivore,21.45,,17,11.8,3.5,4,20.5,62,16.8,45.2,42.5,Threatened
Chlorodrepanis stejnegeri,0,,Chlorodrepanis stejnegeri,Passeriformes,VU,Yes,Volant,16.6,25.6,Forest,Omnivore,Omnivore,22.1,,20.8,14.1,3.9,5.2,21.8,65.7,16.8,48.9,40.7,Threatened
Chlorodrepanis virens,0,,Chlorodrepanis virens,Passeriformes,LC,Yes,Volant,13.7,20.9,Forest,Carnivore,Invertivore,19.73,,17.6,11.3,3.7,4.4,21.6,65.3,13.2,49.9,45,Not threatened
Chlorophanes spiza,0,,Chlorophanes spiza,Passeriformes,LC,No,Volant,19,24.7,Forest,Herbivore,Frugivore,-3.78,,15.9,11.4,4.5,4.6,18.9,68.3,16.7,50.9,48.2,Not threatened
Chlorophoneus bocagei,0,,Chlorophoneus bocagei,Passeriformes,LC,No,Volant,27,10.2,Forest,Carnivore,Invertivore,0.25,,17.6,9.5,4.8,5.8,24.1,79.6,8.1,71.7,67.4,Not threatened
Chlorophoneus kupeensis,0,,Chlorophoneus kupeensis,Passeriformes,EN,No,Volant,34.8,10.1,Forest,Carnivore,Invertivore,5.5,,26.1,14.9,6.6,8.6,29.4,97.5,9.9,87.7,78.5,Threatened
Chlorophoneus multicolor,0,,Chlorophoneus multicolor,Passeriformes,LC,No,Volant,50.9,10,Forest,Carnivore,Invertivore,3.58,,23.1,13.1,6.2,7.4,26.5,99.5,10,89.4,90.7,Not threatened
Chlorophoneus nigrifrons,0,,Chlorophoneus nigrifrons,Passeriformes,LC,No,Volant,34.8,11.8,Forest,Carnivore,Invertivore,-10.42,,21.2,11.5,5.4,6.3,25.6,91,10.8,80.6,87.1,Not threatened
Chlorophoneus olivaceus,0,,Chlorophoneus olivaceus,Passeriformes,LC,No,Volant,33.6,11.1,Forest,Carnivore,Invertivore,-27.84,,20,10.6,5.5,6.5,25.9,82.5,9.1,73.4,78.8,Not threatened
Chlorophoneus sulfureopectus,0,,Chlorophoneus sulfureopectus,Passeriformes,LC,No,Volant,27.1,13.2,Woodland,Carnivore,Invertivore,-4.05,,19.4,10.5,5.1,6.1,25.5,88.3,11.6,76.5,85.4,Not threatened
Chlorophonia callophrys,0,,Chlorophonia callophrys,Passeriformes,LC,No,Volant,25.8,25.1,Forest,Herbivore,Frugivore,9.38,,13.3,6.4,4.6,5.7,17.5,75.8,19,56.8,43.5,Not threatened
Chlorophonia cyanea,0,,Chlorophonia cyanea,Passeriformes,LC,No,Volant,14,26.7,Forest,Herbivore,Frugivore,-13.47,,10.9,7.3,4.3,4.1,14.7,62.3,16.6,45.5,35,Not threatened
Chlorophonia flavirostris,0,,Chlorophonia flavirostris,Passeriformes,LC,No,Volant,11,27.8,Forest,Herbivore,Frugivore,2.95,,8.6,4.9,4.5,4.1,13.9,57.2,15.9,41.4,28.5,Not threatened
Chlorophonia occipitalis,0,,Chlorophonia occipitalis,Passeriformes,LC,No,Volant,25.8,26.5,Forest,Herbivore,Frugivore,15.54,,12.6,6.1,4.7,5.6,17.8,76.7,20.1,55.8,43.9,Not threatened
Chlorophonia pyrrhophrys,0,,Chlorophonia pyrrhophrys,Passeriformes,LC,No,Volant,17,23.9,Forest,Herbivore,Frugivore,-0.07,,10.7,5.3,4.3,4.4,16.8,67,16,51,41,Not threatened
Chloropicoides rafflesii,1,,Dinopium rafflesii,Piciformes,NT,No,Volant,102,19,Forest,Carnivore,Invertivore,1.37,,31.6,24.6,8.9,8.5,23.3,134.2,24.2,103.3,90.5,Not threatened
