species,name_change,Split_species,avonet_species_name,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat,Trophic.Level,Trophic.Niche,LAT,New_Data_Notes,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,status_group
Gypsophila brevicaudata,1,,Turdinus brevicaudatus,Passeriformes,LC,No,Volant,19.5,6.6,Forest,Carnivore,Invertivore,19.67,,15.9,8.6,3.3,4,23.3,60.8,4,56.7,48.8,Not threatened
Gypsophila calcicola,1,,Turdinus calcicola,Passeriformes,VU,No,Volant,27,8.5,Forest,Omnivore,Invertivore,14.38,,20.7,11.7,3.9,5.2,28.3,79.8,6.9,73.9,72.4,Threatened
Gypsophila crassa,1,,Turdinus crassus,Passeriformes,LC,No,Volant,26.8,6.3,Forest,Carnivore,Invertivore,3.46,,16.1,9,3.7,4.8,27.5,68.4,4.3,64.2,48.2,Not threatened
Gypsophila crispifrons,1,,Turdinus crispifrons,Passeriformes,LC,No,Volant,27,8.5,Forest,Omnivore,Invertivore,18.55,,20.7,11.7,3.9,5.2,28.3,79.8,6.9,73.9,72.4,Not threatened
Gypsophila rufipecta,1,,Turdinus rufipectus,Passeriformes,LC,No,Volant,37,5.7,Forest,Carnivore,Invertivore,0.64,,21.6,12.1,3.8,5.4,31.4,90.2,5.2,85.1,74,Not threatened
Habia atrimaxillaris,0,,Habia atrimaxillaris,Passeriformes,EN,No,Volant,48.9,15.5,Forest,Carnivore,Invertivore,8.59,,21.6,13.3,6.8,8.3,23.9,93.5,14.4,79.1,86.5,Threatened
Habia carmioli,0,,Habia carmioli,Passeriformes,LC,No,Volant,37.6,17.5,Forest,Carnivore,Invertivore,11.23,,23,13.6,8.2,8.9,22.5,86.6,15.2,71.6,64.8,Not threatened
Habia cristata,0,,Habia cristata,Passeriformes,LC,No,Volant,46.5,15.6,Forest,Carnivore,Invertivore,5.11,,21,13.2,7,8.8,24.2,96.6,15.1,81.5,85.2,Not threatened
Habia frenata,0,,Habia frenata,Passeriformes,LC,No,Volant,37.8,17.6,Forest,Carnivore,Invertivore,-11.46,,20.4,13.3,8,9.3,22.7,87.8,15.3,72.3,65.5,Not threatened
Habia fuscicauda,0,,Habia fuscicauda,Passeriformes,LC,No,Volant,36.8,13.3,Forest,Carnivore,Invertivore,16.62,,20.2,13.4,7.3,8.4,25.2,95.7,12.9,83.9,84.8,Not threatened
Habia gutturalis,0,,Habia gutturalis,Passeriformes,LC,No,Volant,36.4,15.9,Forest,Carnivore,Invertivore,6.98,,19.6,12.6,7.5,8.4,24.9,96.2,15.6,82.2,91.3,Not threatened
Habia olivacea,0,,Habia olivacea,Passeriformes,LC,No,Volant,39,18.3,Forest,Carnivore,Invertivore,5.08,,21,13.2,8.2,9.2,22.3,90.5,16.6,73.9,66.2,Not threatened
Habia rubica,0,,Habia rubica,Passeriformes,LC,No,Volant,32.5,17.6,Forest,Carnivore,Invertivore,-6.95,,18.1,11.9,6.9,8.3,23.7,92.5,15.9,75.3,84,Not threatened
Habia stolzmanni,0,,Habia stolzmanni,Passeriformes,LC,No,Volant,38.8,17.4,Forest,Herbivore,Frugivore,1.81,,21.9,13.6,8.3,9.3,23.2,89.6,15.6,74,64.8,Not threatened
Habroptila wallacii,0,,Habroptila wallacii,Gruiformes,VU,Yes,Flightless,1000,3,Wetland,Omnivore,Omnivore,0.87,,73.1,40.8,7,14.6,80.2,163,5.1,157.9,47.5,Threatened
Haematoderus militaris,0,,Haematoderus militaris,Passeriformes,LC,No,Volant,227,24.5,Forest,Carnivore,Invertivore,1.18,,38.6,21.4,14.9,12.3,27.9,212,51.5,157.8,137.6,Not threatened
Haematopus ater,0,,Haematopus ater,Charadriiformes,LC,No,Volant,724,41.5,Coastal,Carnivore,Aquatic predator,2.79,,76.9,58.3,8.5,12.6,51,254.4,104.5,147.4,100.3,Not threatened
Haematopus chathamensis,0,,Haematopus chathamensis,Charadriiformes,EN,Yes,Volant,598.7,49.5,Coastal,Carnivore,Aquatic predator,-44.01,,89.9,64.8,7.8,9.5,50.6,252,124.8,127.2,93.3,Threatened
Haematopus finschi,0,,Haematopus finschi,Charadriiformes,LC,Yes,Volant,526,50.6,Coastal,Carnivore,Aquatic predator,-44.39,,90.3,72,7.2,9.4,46.8,252.2,127.8,124.5,92.5,Not threatened
Haematopus fuliginosus,0,,Haematopus fuliginosus,Charadriiformes,LC,No,Volant,819,44.7,Coastal,Carnivore,Aquatic predator,-30.01,,80.8,61.1,9,12.7,51.9,283,126.2,156.5,118,Not threatened
Haematopus leucopodus,0,,Haematopus leucopodus,Charadriiformes,LC,No,Volant,618,47.9,Coastal,Carnivore,Aquatic predator,-50.23,,78.5,61.2,7.9,10.2,45.6,256.6,123.2,133.5,102.4,Not threatened
Haematopus longirostris,0,,Haematopus longirostris,Charadriiformes,LC,No,Volant,613.9,49.9,Coastal,Carnivore,Aquatic predator,-27.45,,88.8,63.2,8.2,11.6,55.1,275.4,138,138.8,106,Not threatened
Haematopus moquini,0,,Haematopus moquini,Charadriiformes,LC,No,Volant,692,42.8,Coastal,Carnivore,Aquatic predator,-30.2,,76.7,53.3,8.4,12.3,50.2,267.2,111,148.8,106.8,Not threatened
Haematopus ostralegus,0,,Haematopus ostralegus,Charadriiformes,NT,No,Volant,526,51.2,Coastal,Carnivore,Aquatic predator,52.94,,76.1,59.1,7.5,11.8,49.9,250.3,129.5,123.2,106,Not threatened
Haematopus palliatus,0,,Haematopus palliatus,Charadriiformes,LC,No,Volant,601.5,48,Coastal,Carnivore,Aquatic predator,-1.39,,86,66.6,8.2,12.4,54,246.8,117.5,127,95.8,Not threatened
Haematopus unicolor,0,,Haematopus unicolor,Charadriiformes,LC,Yes,Volant,671,46.7,Coastal,Carnivore,Aquatic predator,-40.4,,85.4,64,8.3,10.8,54.6,270.4,126,143.8,101.2,Not threatened
Haematortyx sanguiniceps,0,,Haematortyx sanguiniceps,Galliformes,LC,No,Volant,300,20.2,Forest,Omnivore,Omnivore,2.52,,21.9,10.8,6.2,6.7,52.8,155.4,30.8,121.2,65.8,Not threatened
Haemorhous cassinii,0,,Haemorhous cassinii,Passeriformes,LC,No,Volant,26.5,28.8,Forest,Herbivore,Granivore,43.11,,14,10.3,7.4,8.9,17.5,90.2,25.6,63.5,61.5,Not threatened
Haemorhous mexicanus,0,,Haemorhous mexicanus,Passeriformes,LC,No,Volant,21.4,27.5,Shrubland,Herbivore,Granivore,38.88,,10.6,8.4,6.6,8.2,17.4,77.2,21.2,55.8,66.2,Not threatened
Haemorhous purpureus,0,,Haemorhous purpureus,Passeriformes,LC,No,Volant,23.3,28.1,Forest,Herbivore,Omnivore,50.66,,12.2,9.1,7.5,9,16.6,81.1,22.8,58.2,59.5,Not threatened
Hafferia fortis,0,,Hafferia fortis,Passeriformes,LC,No,Volant,45.9,10.7,Forest,Carnivore,Invertivore,-5.19,,23.2,13.6,5.4,6.6,34.1,81.5,9,74.4,62.9,Not threatened
Hafferia immaculata,0,,Hafferia immaculata,Passeriformes,LC,No,Volant,47.1,6.3,Forest,Carnivore,Invertivore,7.24,,22.6,12.9,5.2,6.2,33.6,80.8,5.1,73.6,80.5,Not threatened
Hafferia zeledoni,0,,Hafferia zeledoni,Passeriformes,LC,No,Volant,47.1,6.5,Forest,Carnivore,Invertivore,3.48,,24.6,13.3,5.4,6.7,35.5,82.8,5.5,76.9,82.7,Not threatened
Halcyon albiventris,0,,Halcyon albiventris,Coraciiformes,LC,No,Volant,65.1,20.6,Shrubland,Carnivore,Invertivore,-14.23,,49.2,38.6,11,11.9,14.4,100.3,20.7,79.6,64.4,Not threatened
Halcyon badia,0,,Halcyon badia,Coraciiformes,LC,No,Volant,57.9,22.4,Forest,Carnivore,Invertivore,1.09,,41.3,31.3,12.6,11.8,12.3,92.2,20.5,71.2,57,Not threatened
Halcyon chelicuti,0,,Halcyon chelicuti,Coraciiformes,LC,No,Volant,43.2,26.5,Shrubland,Carnivore,Invertivore,-2.45,,36.1,25.6,9,9.2,10.7,79.1,21,58.2,44.3,Not threatened
Halcyon coromanda,0,,Halcyon coromanda,Coraciiformes,LC,No,Volant,77.5,22.4,Forest,Carnivore,Omnivore,14.22,,60.4,50.4,15.7,15.6,17.1,113.7,25.1,86.7,66.3,Not threatened
Halcyon cyanoventris,0,,Halcyon cyanoventris,Coraciiformes,LC,No,Volant,93,20.1,Human Modified,Carnivore,Invertivore,-7.35,,59.1,49.2,14.9,15.7,16.9,117.2,23.6,93.7,72.2,Not threatened
Halcyon gularis,0,,Halcyon gularis,Coraciiformes,LC,Yes,Volant,91.4,22.5,Human Modified,Carnivore,Omnivore,11.86,,61.8,49.9,14.3,14.9,14.8,120.2,27,93.2,75.4,Not threatened
Halcyon leucocephala,0,,Halcyon leucocephala,Coraciiformes,LC,No,Volant,41.8,23.6,Shrubland,Carnivore,Invertivore,0.43,,46.2,37,10.5,11.3,13.9,102.1,24.1,78.3,65.3,Not threatened
Halcyon malimbica,0,,Halcyon malimbica,Coraciiformes,LC,No,Volant,91.8,19.6,Forest,Carnivore,Invertivore,3.9,,56.6,45.3,15,16,16.8,113.5,22.3,91.3,78.5,Not threatened
Halcyon pileata,0,,Halcyon pileata,Coraciiformes,LC,No,Volant,84,25.7,Riverine,Carnivore,Invertivore,31.18,,65.9,54.5,14.1,14.8,14.2,124,32.7,94.6,80.3,Not threatened
Halcyon senegalensis,0,,Halcyon senegalensis,Coraciiformes,LC,No,Volant,73.4,21,Woodland,Carnivore,Invertivore,-0.14,,43.8,34.4,11.6,12.1,12.8,99.4,20.9,78.8,70.8,Not threatened
Halcyon senegaloides,0,,Halcyon senegaloides,Coraciiformes,LC,No,Volant,61.8,22.6,Wetland,Carnivore,Aquatic predator,-15.09,,50.7,41,13.7,13.7,15.6,105.2,24,82.2,66.2,Not threatened
Halcyon smyrnensis,0,,Halcyon smyrnensis,Coraciiformes,LC,No,Volant,91.4,21.7,Human Modified,Carnivore,Omnivore,21.21,,59.8,48.4,13.7,14.3,15,113.2,24.5,88.7,78.3,Not threatened
Haliaeetus albicilla,0,,Haliaeetus albicilla,Accipitriformes,LC,No,Volant,4729.3,38,Rock,Carnivore,Aquatic predator,59.89,,74.1,46.1,22.9,33.9,95,599.5,227.2,370.9,294.2,Not threatened
Haliaeetus leucocephalus,0,,Haliaeetus leucocephalus,Accipitriformes,LC,No,Volant,4700.6,41.4,Wetland,Carnivore,Omnivore,54.57,,76,48.2,24,34.1,81.7,601.8,248.8,353,294,Not threatened
Haliaeetus leucogaster,0,,Haliaeetus leucogaster,Accipitriformes,LC,No,Volant,2827,41.3,Coastal,Carnivore,Aquatic predator,-9.12,,71.3,39.2,18.5,24.9,86,556.7,231.8,330.2,253.3,Not threatened
Haliaeetus leucoryphus,0,,Haliaeetus leucoryphus,Accipitriformes,EN,No,Volant,2885.9,42.8,Wetland,Carnivore,Aquatic predator,27.12,,63.6,39.1,19.3,28.3,95.3,566.6,241,322.8,290.3,Threatened
Haliaeetus pelagicus,0,,Haliaeetus pelagicus,Accipitriformes,VU,No,Volant,7757,31.1,Wetland,Carnivore,Aquatic predator,58.65,,90.6,60.3,28.9,47,96.3,598.5,186.2,412.2,333.6,Threatened
Haliaeetus sanfordi,0,,Haliaeetus sanfordi,Accipitriformes,VU,Yes,Volant,1980,35.7,Forest,Carnivore,Omnivore,-8.09,,59.5,38.9,18.6,26.9,83,523.2,186.8,336.4,265,Threatened
Haliaeetus vocifer,0,,Haliaeetus vocifer,Accipitriformes,LC,No,Volant,3400,33.5,Wetland,Carnivore,Aquatic predator,-0.96,,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366,228,Not threatened
Haliaeetus vociferoides,0,,Haliaeetus vociferoides,Accipitriformes,CR,Yes,Volant,3000,31.9,Woodland,Carnivore,Aquatic predator,-17.15,,57,34.4,16.6,25.1,93.3,487.2,156.2,333,236.8,Threatened
Haliastur indus,0,,Haliastur indus,Accipitriformes,LC,No,Volant,529,36.4,Coastal,Carnivore,Omnivore,9.01,,48.8,24.4,12.9,17,48.2,399.8,147,257.2,203.8,Not threatened
Haliastur sphenurus,0,,Haliastur sphenurus,Accipitriformes,LC,No,Volant,753,45.6,Wetland,Carnivore,Omnivore,-23.9,,40,23.1,13.1,18.2,58.8,407.4,186.2,221.5,264,Not threatened
Halobaena caerulea,0,,Halobaena caerulea,Procellariiformes,LC,No,Volant,202,62,Marine,Carnivore,Aquatic predator,-51.02,,29.9,22.1,7,7,31.6,206.2,128,78.2,77,Not threatened
Hamirostra melanosternon,0,,Hamirostra melanosternon,Accipitriformes,LC,No,Volant,1196,52,Woodland,Carnivore,Vertivore,-23.36,,40.1,23.8,12.7,16.3,53,472.6,244.5,226,233,Not threatened
Hapalopsittaca amazonina,0,,Hapalopsittaca amazonina,Psittaciformes,NT,No,Volant,106,40.5,Forest,Herbivore,Omnivore,4.83,,21.8,15.7,9.9,15.7,14.5,148.9,59.8,87.8,74.2,Not threatened
Hapalopsittaca fuertesi,0,,Hapalopsittaca fuertesi,Psittaciformes,EN,No,Volant,124,38.9,Forest,Herbivore,Frugivore,4.48,,23.4,16.7,11.3,17.3,17,152.7,59.4,93.3,86.1,Threatened
Hapalopsittaca melanotis,0,,Hapalopsittaca melanotis,Psittaciformes,LC,No,Volant,158,37.5,Forest,Herbivore,Frugivore,-14.59,,20,16.4,11.4,18,15.9,159.4,59.8,99.7,86.9,Not threatened
Hapalopsittaca pyrrhops,0,,Hapalopsittaca pyrrhops,Psittaciformes,LC,No,Volant,103,37.7,Forest,Herbivore,Omnivore,-3.17,,21.9,15.7,9.8,14.8,14.6,138.8,52.3,86.4,84,Not threatened
Hapaloptila castanea,0,,Hapaloptila castanea,Piciformes,LC,No,Volant,80.6,25.2,Forest,Carnivore,Invertivore,-2.66,,36.8,28.9,12.3,11.7,19.8,109,27.5,81.5,92.2,Not threatened
Haplophaedia assimilis,0,,Haplophaedia assimilis,Caprimulgiformes,LC,No,Volant,4.8,61.6,Forest,Herbivore,Nectarivore,-11.64,,19.7,16,1.6,1.8,6.7,57.2,35.2,22,39.5,Not threatened
Haplophaedia aureliae,0,,Haplophaedia aureliae,Caprimulgiformes,LC,No,Volant,5.2,63.2,Forest,Herbivore,Nectarivore,2.42,,21.8,17.5,2.3,2,5.7,56.8,34.9,20.3,38.9,Not threatened
Haplophaedia lugens,0,,Haplophaedia lugens,Caprimulgiformes,NT,No,Volant,6.9,60.9,Forest,Herbivore,Nectarivore,0.59,,19.2,15.6,2.1,1.9,7.6,64.5,39.2,25.2,41.2,Not threatened
Haplospiza unicolor,0,,Haplospiza unicolor,Passeriformes,LC,No,Volant,15.3,18.4,Forest,Herbivore,Granivore,-24.5,,13.7,8.8,4.3,6.5,17.6,64.2,11.8,52.4,49,Not threatened
Harpactes ardens,0,,Harpactes ardens,Trogoniformes,LC,Yes,Volant,96.3,35.7,Forest,Carnivore,Invertivore,11.6,,22.9,15.3,11.8,11.8,15.4,137.2,49.3,88.9,172.5,Not threatened
Harpactes diardii,0,,Harpactes diardii,Trogoniformes,NT,No,Volant,98.3,35.3,Forest,Carnivore,Invertivore,1.25,,25.4,14.7,12.3,12.4,16.8,142.4,49.3,90.7,154.6,Not threatened
Harpactes duvaucelii,0,,Harpactes duvaucelii,Trogoniformes,NT,No,Volant,38.9,36,Forest,Carnivore,Invertivore,1.31,,17.4,10.2,6.7,7.7,11.5,107.4,37.8,67.2,115,Not threatened
Harpactes erythrocephalus,0,,Harpactes erythrocephalus,Trogoniformes,LC,No,Volant,80.3,37.5,Forest,Carnivore,Invertivore,22.29,,20,11.3,9.7,10.7,17.2,144.8,54.8,91.2,170.8,Not threatened
Harpactes fasciatus,0,,Harpactes fasciatus,Trogoniformes,LC,No,Volant,62,38.4,Forest,Carnivore,Invertivore,15.66,,19.2,10.9,9.6,9.5,14.3,121,46.7,74.8,141.8,Not threatened
Harpactes kasumba,0,,Harpactes kasumba,Trogoniformes,NT,No,Volant,96.9,34.7,Forest,Carnivore,Invertivore,1.06,,21.2,13.8,9.9,11.5,13.4,139,47.1,88.6,155,Not threatened
Harpactes oreskios,0,,Harpactes oreskios,Trogoniformes,LC,No,Volant,57.3,39.2,Forest,Carnivore,Invertivore,14.68,,17.7,11.7,7.6,8.3,12.6,122.4,47.9,74.3,136.6,Not threatened
Harpactes orrhophaeus,0,,Harpactes orrhophaeus,Trogoniformes,NT,No,Volant,52.8,32.2,Forest,Carnivore,Invertivore,2.19,,17,10.8,7.4,9.1,11.2,108.2,34.9,73.7,118.5,Not threatened
Harpactes wardi,0,,Harpactes wardi,Trogoniformes,NT,No,Volant,119,38.1,Forest,Carnivore,Invertivore,27.7,,19.1,10.9,9.5,10.7,17.6,165.6,64.1,103.9,203.8,Not threatened
Harpactes whiteheadi,0,,Harpactes whiteheadi,Trogoniformes,NT,No,Volant,73,39.2,Forest,Carnivore,Invertivore,3.96,,20.6,12.8,10.9,10.1,14.5,137,53.6,83.2,166.7,Not threatened
Harpagus bidentatus,0,,Harpagus bidentatus,Accipitriformes,LC,No,Volant,215.3,29.6,Forest,Carnivore,Invertivore,-2.54,,23.7,14.6,11.3,13.5,43.1,210.3,64.6,153.7,161.1,Not threatened
Harpagus diodon,0,,Harpagus diodon,Accipitriformes,LC,No,Volant,200,30.8,Forest,Carnivore,Invertivore,-21.13,,23.2,13.8,10.7,13.5,34.2,201.4,62.5,140.3,158.6,Not threatened
Harpia harpyja,0,,Harpia harpyja,Accipitriformes,VU,No,Volant,4800,47.9,Forest,Carnivore,Vertivore,-8.03,,70.8,41,17.2,36.4,102.4,569.5,262.7,285.7,442,Threatened
Harpyopsis novaeguineae,0,,Harpyopsis novaeguineae,Accipitriformes,VU,No,Volant,1959.6,16.9,Forest,Carnivore,Vertivore,-5.26,,60,39.8,18.2,33.2,133.8,426.2,72.2,354.1,377,Threatened
Hartertula flavoviridis,0,,Hartertula flavoviridis,Passeriformes,NT,Yes,Volant,9.7,12.4,Forest,Carnivore,Invertivore,-19.08,,12.7,7.8,2.9,3.2,17.1,54.3,6.7,47.1,60.4,Not threatened
Hartlaubius auratus,0,,Hartlaubius auratus,Passeriformes,LC,Yes,Volant,40.5,29.5,Forest,Herbivore,Frugivore,-18.49,,21.4,12.9,4.8,4.6,21.4,99.2,29.2,69.8,77.3,Not threatened
Hedydipna collaris,0,,Hedydipna collaris,Passeriformes,LC,No,Volant,7,13.8,Forest,Omnivore,Invertivore,-4.74,,15.3,10.4,3.2,3.1,15.4,51.1,7,44.1,35.4,Not threatened
Hedydipna metallica,0,,Hedydipna metallica,Passeriformes,LC,No,Volant,7.2,17,Shrubland,Omnivore,Invertivore,15.8,,13.2,8.4,3.1,2.6,14.3,54.2,9.2,45,42,Not threatened
Hedydipna pallidigaster,0,,Hedydipna pallidigaster,Passeriformes,EN,No,Volant,6.8,15.5,Woodland,Carnivore,Invertivore,-6.39,,13,9.6,3.3,3.1,15,49.6,7.7,41.9,32,Threatened
Hedydipna platura,0,,Hedydipna platura,Passeriformes,LC,No,Volant,6.7,21.2,Woodland,Herbivore,Omnivore,12.14,,12,7.2,2.9,2.5,13.3,55.2,11.7,43.3,75.4,Not threatened
Heinrichia calligyna,0,,Heinrichia calligyna,Passeriformes,LC,Yes,Volant,26.8,15.4,Forest,Carnivore,Invertivore,-2.24,,18.6,9.8,4.2,4.5,34.4,86.2,13.2,73.1,76.7,Not threatened
Heinrichia simplex,0,,Heinrichia simplex,Passeriformes,NT,Yes,Volant,26.8,16.7,Forest,Carnivore,Invertivore,0.83,,19,10.6,5,5,34.4,78,13,65,69,Not threatened
Heleia crassirostris,0,,Heleia crassirostris,Passeriformes,LC,Yes,Volant,19,12.5,Forest,Omnivore,Omnivore,-8.62,,16.7,10.6,3.7,4.4,19.6,67.4,8.5,58.9,53.8,Not threatened
Heleia dohertyi,0,,Heleia dohertyi,Passeriformes,LC,Yes,Volant,20,13.2,Forest,Herbivore,Frugivore,-8.62,,13.7,6.9,3.1,3.9,18.4,61,8.1,52.9,50,Not threatened
Heleia goodfellowi,0,,Heleia goodfellowi,Passeriformes,LC,Yes,Volant,20,20.7,Forest,Herbivore,Frugivore,7.66,,15,8.5,3.5,3.8,21,65.9,13.5,52.4,49.5,Not threatened
Heleia javanica,0,,Heleia javanica,Passeriformes,LC,No,Volant,20,21,Forest,Herbivore,Frugivore,-7.46,,13.9,7.4,3.2,3.4,18.9,61.8,12.9,48.8,53.4,Not threatened
Heleia muelleri,0,,Heleia muelleri,Passeriformes,NT,Yes,Volant,16.7,14.1,Forest,Omnivore,Invertivore,-9.24,,16.3,9.1,3.6,4.3,20.1,68.3,9.6,58.5,55.4,Not threatened
Heleia pinaiae,0,,Heleia pinaiae,Passeriformes,LC,Yes,Volant,27.4,15,Forest,Omnivore,Omnivore,-3.15,,16.5,9.8,3.8,4.9,22.2,73.1,11,62.1,53.2,Not threatened
Heleia squamiceps,0,,Heleia squamiceps,Passeriformes,LC,Yes,Volant,14.5,15.2,Forest,Herbivore,Omnivore,-1.87,,15.3,8.4,3.2,3.5,18.9,61,9.2,51.8,45.2,Not threatened
Heleia squamifrons,0,,Heleia squamifrons,Passeriformes,LC,No,Volant,6.9,15.1,Forest,Herbivore,Omnivore,2.35,,9.2,5.7,2.4,2.5,14.3,49.2,7.4,41.8,33.2,Not threatened
Heleia superciliaris,0,,Heleia superciliaris,Passeriformes,LC,Yes,Volant,20,18,Forest,Herbivore,Frugivore,-8.58,,15.7,8.5,3.4,4,19.9,67,12.1,54.9,51.8,Not threatened
Heleia wallacei,0,,Heleia wallacei,Passeriformes,LC,Yes,Volant,11,11.2,Forest,Omnivore,Omnivore,-8.87,,13.6,7.4,3,3.4,17.1,52.8,5.9,46.9,40.5,Not threatened
Heliactin bilophus,0,,Heliactin bilophus,Caprimulgiformes,LC,No,Volant,4.4,72.5,Woodland,Herbivore,Nectarivore,-13.55,,18.5,12.9,1.5,1.7,4.2,47.8,34.9,13.1,50.2,Not threatened
Heliangelus amethysticollis,0,,Heliangelus amethysticollis,Caprimulgiformes,LC,No,Volant,5,58.4,Forest,Herbivore,Nectarivore,-11.52,,21.4,16.2,2.5,2.2,5.8,62.9,36.7,26.1,43,Not threatened
Heliangelus clarisse,0,,Heliangelus clarisse,Caprimulgiformes,LC,No,Volant,5,65.5,Forest,Herbivore,Nectarivore,6.3,,20.6,17,2.2,2.3,5.3,62.3,40.8,21.5,39.6,Not threatened
Heliangelus exortis,0,,Heliangelus exortis,Caprimulgiformes,LC,No,Volant,4.6,64.2,Forest,Herbivore,Nectarivore,3.29,,19.8,13.2,1.9,1.9,4.7,60.8,40.2,22.5,40.4,Not threatened
Heliangelus mavors,0,,Heliangelus mavors,Caprimulgiformes,LC,No,Volant,4.2,65.5,Forest,Herbivore,Nectarivore,7.28,,18.2,13.6,2.1,1.7,5.8,63.6,41.8,22,41.6,Not threatened
Heliangelus micraster,0,,Heliangelus micraster,Caprimulgiformes,LC,No,Volant,3.9,61.4,Forest,Herbivore,Nectarivore,-4.61,,16.5,13,1.8,1.3,5.3,63.5,39,24.5,43.5,Not threatened
Heliangelus regalis,0,,Heliangelus regalis,Caprimulgiformes,EN,No,Volant,3.6,64.3,Forest,Herbivore,Nectarivore,-5.61,,18.4,14.1,1.8,1.8,5.4,51.8,33.3,18.5,43.4,Threatened
Heliangelus spencei,0,,Heliangelus spencei,Caprimulgiformes,LC,No,Volant,5,63.9,Forest,Herbivore,Nectarivore,8.56,,18.5,13.8,2.4,1.8,4.1,58.4,37.3,21,37.3,Not threatened
Heliangelus strophianus,0,,Heliangelus strophianus,Caprimulgiformes,LC,No,Volant,5.5,64.4,Forest,Herbivore,Nectarivore,-0.72,,17.1,12.8,1.9,1.5,6.2,66.2,42.8,23.5,48.2,Not threatened
Heliangelus viola,0,,Heliangelus viola,Caprimulgiformes,LC,No,Volant,5.4,63.1,Forest,Herbivore,Nectarivore,-4.8,,19.3,12.8,1.8,1.5,6.3,63.2,39.9,23.3,53.2,Not threatened
Helicolestes hamatus,0,,Helicolestes hamatus,Accipitriformes,LC,No,Volant,425.5,22.3,Forest,Carnivore,Invertivore,-3.11,,34.8,26.1,10.9,11.6,46,290.3,64.5,225.8,125.5,Not threatened
Heliobletus contaminatus,0,,Heliobletus contaminatus,Passeriformes,LC,No,Volant,14,19.9,Forest,Carnivore,Invertivore,-25.33,,14.6,9.2,3,4,17.8,69.1,13.8,55.6,52.9,Not threatened
Heliodoxa aurescens,0,,Heliodoxa aurescens,Caprimulgiformes,LC,No,Volant,6.4,65.6,Forest,Herbivore,Nectarivore,-5.02,,25.3,18.8,2.6,2.7,4.2,61,39.9,20.9,34.6,Not threatened
Heliodoxa branickii,0,,Heliodoxa branickii,Caprimulgiformes,LC,No,Volant,5.2,65.7,Forest,Herbivore,Nectarivore,-10.98,,25.6,21.2,2.6,2.2,4.9,62.5,41,21.5,36.9,Not threatened
Heliodoxa gularis,0,,Heliodoxa gularis,Caprimulgiformes,VU,No,Volant,6.3,66,Forest,Herbivore,Nectarivore,0.05,,28,22.4,2.8,2.5,4.9,63.8,42,21.6,37.8,Threatened
Heliodoxa imperatrix,0,,Heliodoxa imperatrix,Caprimulgiformes,LC,No,Volant,8.8,64.7,Forest,Herbivore,Nectarivore,2.5,,33.1,25.8,3.1,2.8,6.6,73,46.8,25.5,64.6,Not threatened
Heliodoxa jacula,0,,Heliodoxa jacula,Caprimulgiformes,LC,No,Volant,8.1,64.1,Forest,Herbivore,Nectarivore,3.67,,26.4,19.1,2.5,2.8,6.3,70.3,45.7,25.6,44.2,Not threatened
Heliodoxa leadbeateri,0,,Heliodoxa leadbeateri,Caprimulgiformes,LC,No,Volant,7.4,64,Forest,Herbivore,Nectarivore,-1.61,,28.9,21,2.9,2.1,5.7,67.2,43,24.2,45.2,Not threatened
Heliodoxa rubinoides,0,,Heliodoxa rubinoides,Caprimulgiformes,LC,No,Volant,7.8,63.6,Forest,Herbivore,Nectarivore,-1.84,,27.7,19,2.5,2.3,5.2,69.3,44.1,25.2,43.3,Not threatened
Heliodoxa schreibersii,0,,Heliodoxa schreibersii,Caprimulgiformes,LC,No,Volant,9.2,63.5,Forest,Herbivore,Nectarivore,-0.97,,26.8,21.2,3.3,2.9,6.2,69.5,44.1,25.4,49.2,Not threatened
Heliodoxa whitelyana,0,,Heliodoxa whitelyana,Caprimulgiformes,LC,No,Volant,9.2,66.3,Forest,Herbivore,Nectarivore,-11.8,,29.5,20.7,3.1,2.5,5.5,60,39.8,20.2,47,Not threatened
Heliodoxa xanthogonys,0,,Heliodoxa xanthogonys,Caprimulgiformes,LC,No,Volant,7,65.3,Forest,Herbivore,Nectarivore,4.21,,24.2,17.9,2.2,2.5,5.6,63,41.1,21.9,37.5,Not threatened
Heliomaster constantii,0,,Heliomaster constantii,Caprimulgiformes,LC,No,Volant,7.3,66.8,Woodland,Herbivore,Nectarivore,19.87,,35.8,32.3,2.5,2.7,4.2,62.7,41.5,20.6,35.2,Not threatened
Heliomaster furcifer,0,,Heliomaster furcifer,Caprimulgiformes,LC,No,Volant,5.4,63,Forest,Herbivore,Nectarivore,-23.13,,32.6,26.1,2,2.1,5.1,54.1,34.3,20.1,39.2,Not threatened
Heliomaster longirostris,0,,Heliomaster longirostris,Caprimulgiformes,LC,No,Volant,6.6,65.3,Forest,Herbivore,Nectarivore,-2.32,,35,29,2.7,2.7,4.4,58.4,37,19.7,30.7,Not threatened
Heliomaster squamosus,0,,Heliomaster squamosus,Caprimulgiformes,LC,No,Volant,5.9,62.2,Forest,Herbivore,Nectarivore,-15.69,,32.4,28.4,2.6,2.4,3.1,56,35.2,21.4,35.2,Not threatened
