IUCN_name,Frequency_month,Survey_interval_days,Road_length_km,Survey_period_days,Latitude,Longitude,Country,Roadkill_rate_ind_km_y,Roadkillrate_corrected,AdultBodyMass_g_median,Home_range_Km2,longevity_y,Ageofmaturity_d,SocialGrpSize,Diet_Invertebrates,Diet_Vertebrates.ectotherms,Diet_Scavenger,Diet_Seed,Diet_Plant,Activity_1Diurnal_2Nocturnal,Litter_clutch_size,Litters_or_clutches_per_y,Diet_breadth,Artificial,Cropland,Grassland,Forest,Sparse.vegetation,Water.bodies,Habitat_breadth,Population.density_IndKm2,risk_category
Sylvilagus brasiliensis,12,2.333333333,59.6,730,-19.72597,-40.644482000000004,Brazil,0.016778523,0.025620805,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,low
Sylvilagus brasiliensis,10,2.8,8,730,18.436503,-95.089337,Mexico,0.4375,0.6680625,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,high
Sylvilagus brasiliensis,16,1.75,130,304,-20.675583,-43.349806,Brazil,0.11082996,0.169237349,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,high
Sylvilagus brasiliensis,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.12465847,0.12465847,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,high
Sylvilagus brasiliensis,8,3.5,28,245,-19.936923,-40.482438,Brazil,0.053206997,0.091196793,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,medium
Sylvilagus brasiliensis,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.004906442,0.008409642,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,low
Sylvilagus brasiliensis,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.012578127,0.017647112,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,low
Sylvilagus brasiliensis,8,3.5,51,426,-2.47187,-79.621231,Ecuador,0.033600295,0.057590906,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,medium
Sylvilagus brasiliensis,8,3.5,25,1310,-6.115415,-49.990498,Brazil,0.011145038,0.019102595,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,low
Sylvilagus brasiliensis,56,0.5,34,1461,-25.753,-54.54,Argentina,0.514353585,0.514353585,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,high
Sylvilagus brasiliensis,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.032368518,0.032368518,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,medium
Sylvilagus brasiliensis,12,2.333333333,99,184,-0.461755,-77.904245,Ecuador,0.02003733,0.030597003,0.96837,0.10030404,2,113.04906,1,0,0,0,0,100,Nocturnal,2.225,4.6,1,0,1,1,1,1,0,5,788.8185,medium
Sylvilagus floridanus,24,1.166666667,99.3,183,9.508766,-75.236148,Colombia,0.020085957,0.024022805,1.178595,0.01,9,123,2.3555,0,0,0,0,100,Nocturnal,4.81,3.9,1,0,1,1,1,1,0,6,728.96,low
Sylvilagus floridanus,8,3.5,178.8,91,9.017987,-73.633823,Colombia,0.022432824,0.032684625,1.178595,0.01,9,123,2.3555,0,0,0,0,100,Nocturnal,4.81,3.9,1,0,1,1,1,1,0,6,728.96,medium
Sylvilagus floridanus,10,2.8,8,730,18.436503,-95.089337,Mexico,0.125,0.16175,1.178595,0.01,9,123,2.3555,0,0,0,0,100,Nocturnal,4.81,3.9,1,0,1,1,1,1,0,6,728.96,high
Sylvilagus floridanus,8,3.5,49,182,9.821408,-75.442693,Colombia,0.245570756,0.357796591,1.178595,0.01,9,123,2.3555,0,0,0,0,100,Nocturnal,4.81,3.9,1,0,1,1,1,1,0,6,728.96,high
Tamandua mexicana,24,1.166666667,99.3,183,9.508766,-75.236148,Colombia,0.080343828,0.096091218,4.194255,0.22,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.175,1,0,0,1,1,1,0,5,5,medium
Tamandua mexicana,8,3.5,178.8,91,9.017987,-73.633823,Colombia,2.063819849,3.00698552,4.194255,0.22,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.175,1,0,0,1,1,1,0,5,5,high
Tamandua mexicana,8,3.5,49,182,9.821408,-75.442693,Colombia,0.327427674,0.477062121,4.194255,0.22,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.175,1,0,0,1,1,1,0,5,5,high
Tamandua mexicana,8,3.5,27.2,182,9.489191,-75.514281,Colombia,2.359405301,3.437653524,4.194255,0.22,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.175,1,0,0,1,1,1,0,5,5,high
Tamandua mexicana,8,3.5,38.92,92,9.245341,-79.64701,Panama,0.407748335,0.594089324,4.194255,0.22,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.175,1,0,0,1,1,1,0,5,5,high
Tamandua tetradactyla,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.014719325,0.021446057,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,low
Tamandua tetradactyla,4,7,115,365,-11.904988,-48.737133,Brazil,0.052173913,0.076017391,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,medium
Tamandua tetradactyla,672,0.041666667,412,303,-26.07434,-49.744804,Brazil,0.01461918,0.01461918,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,low
Tamandua tetradactyla,12,2.333333333,36,730,-1.005806,-46.774428,Brazil,0.125,0.16175,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,high
Tamandua tetradactyla,8,3.5,25,1310,-6.115415,-49.990498,Brazil,0.044580153,0.064953283,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,medium
Tamandua tetradactyla,4,7,192,365,-19.278735,-48.122972,Brazil,0.072916667,0.106239584,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,medium
Tamandua tetradactyla,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.010781252,0.012894377,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,low
Tamandua tetradactyla,4,7,90,610,-25.54553,-48.78396,Brazil,0.066484517,0.096867941,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,medium
Tamandua tetradactyla,4,7,100,365,-13.561588,-58.421854,Brazil,0.11,0.16027,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,high
Tamandua tetradactyla,20,1.4,36,183,-10.675567,-62.208069,Brazil,0.055403764,0.066262902,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,medium
Tamandua tetradactyla,12,2.333333333,59.6,730,-19.72597,-40.644482000000004,Brazil,0.016778523,0.021711409,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,low
Tamandua tetradactyla,8.33,3.361344538,107,90,4.390395,-73.297052,Colombia,0.379023884,0.552237799,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,high
Tamandua tetradactyla,4,7,216,538,-16.575593,-50.261,Brazil,0.23242806,0.338647683,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,high
Tamandua tetradactyla,4,7,45,366,-30.347781,-53.998679,Brazil,0.044323012,0.064578628,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,medium
Tamandua tetradactyla,56,0.5,34,1461,-25.753,-54.54,Argentina,0.573136852,0.573136852,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,high
Tamandua tetradactyla,4,7,63,242,-26.581324,-48.722133,Brazil,0.215466352,0.313934475,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,high
Tamandua tetradactyla,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.032368518,0.032368518,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,medium
Tamandua tetradactyla,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.145833333,0.212479166,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,high
Tamandua tetradactyla,6,4.666666667,26,761,-28.170158,-52.314813,Brazil,0.092236935,0.134389214,4.8,2.72,9.5,365.116,1,100,0,0,0,0,Nocturnal,1,1.35,1,0,0,1,1,1,0,6,0.39,high
Tapirus terrestris,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.004906442,0.007148686,207.50091,4.4,35,862.17,1,0,0,0,0,100,Nocturnal,1,1.02854714285714,1,0,0,1,1,1,0,5,0.4,low
Tapirus terrestris,8,3.5,55,366,-18.232298,-50.431983,Brazil,0.018132141,0.026418529,207.50091,4.4,35,862.17,1,0,0,0,0,100,Nocturnal,1,1.02854714285714,1,0,0,1,1,1,0,5,0.4,low
Tapirus terrestris,4,7,100,365,-13.561588,-58.421854,Brazil,0.04,0.05828,207.50091,4.4,35,862.17,1,0,0,0,0,100,Nocturnal,1,1.02854714285714,1,0,0,1,1,1,0,5,0.4,medium
