"IUCN_name","Frequency_month","Survey_interval_days","Road_length_km","Survey_period_days","Latitude","Longitude","Country","Roadkill_rate_ind_km_y","Roadkillrate_corrected","AdultBodyMass_g_median","Home_range_Km2","longevity_y","Ageofmaturity_d","SocialGrpSize","Diet_Invertebrates","Diet_Vertebrates.ectotherms","Diet_Scavenger","Diet_Seed","Diet_Plant","Activity_1Diurnal_2Nocturnal","Litter_clutch_size","Litters_or_clutches_per_y","Diet_breadth","Artificial","Cropland","Grassland","Forest","Sparse.vegetation","Water.bodies","Habitat_breadth","Population.density_IndKm2"
"Euphractus sexcinctus",4,7,216,538,-16.575593,-50.261,"Brazil",0.037691037,0.054915841,4.78289,0.65,18.83333333,274,1,"50","0","0","0","50","Nocturnal",1.74,1.45765,2,"0","1","1","1","1","0",6,1.06
"Euphractus sexcinctus",4,7,192,365,-19.278735,-48.122972,"Brazil",0.229166667,0.333895834,4.78289,0.65,18.83333333,274,1,"50","0","0","0","50","Nocturnal",1.74,1.45765,2,"0","1","1","1","1","0",6,1.06
"Euphractus sexcinctus",4,7,45,366,-30.347781,-53.998679,"Brazil",0.044323012,0.064578628,4.78289,0.65,18.83333333,274,1,"50","0","0","0","50","Nocturnal",1.74,1.45765,2,"0","1","1","1","1","0",6,1.06
"Galea flavidens",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.41214109,0.706409828,0.45,1.36170737333333,7.79383333372,77.03,2.4015,"0","0","0","0","100","Diurnal",2.70948791666667,7,1,"0","1","1","0","0","0",2,722.109092857143
"Galictis cuja",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.029391633,0.029391633,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis cuja",28,1,180.4,1126,-22.307184,-43.130266,"Brazil",0.012578127,0.017647112,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis cuja",6,4.666666667,26,761,-28.170158,-52.314813,"Brazil",0.055342161,0.094856464,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis cuja",4,7,96,365,-19.36333333,-48.07916667,"Brazil",0.041666667,0.071416667,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis cuja",8,3.5,29,365,-30.117957,-53.619222,"Brazil",0.275862069,0.472827586,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis cuja",4,7,63,242,-26.581324,-48.722133,"Brazil",0.095762823,0.164137479,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis cuja",4,7,45,366,-30.347781,-53.998679,"Brazil",0.044323012,0.075969643,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis cuja",4,7,90,610,-25.54553,-48.78396,"Brazil",0.006648452,0.011395447,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis cuja",4,7,192,365,-19.278735,-48.122972,"Brazil",0.020833333,0.035708333,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis cuja",12,2.333333333,59.6,730,-19.72597,-40.644482,"Brazil",0.016778523,0.025620805,1,4.51482142666667,10.2,475.647356769048,4.93778571428571,"20","20","0","0","0","Nocturnal",3.5,1.51555,5,"0","1","1","1","1","0",8,99.954806952381
"Galictis vittata",4,7,100,365,-13.561588,-58.421854,"Brazil",0.02,0.02914,3.2,3.24,11.15416667,468.12909381,1,"20","20","0","0","0","Nocturnal",2,1.4144,5,"0","1","1","1","1","0",8,58.8996520634921
"Galictis vittata",4,7,216,538,-16.575593,-50.261,"Brazil",0.006281839,0.009152639,3.2,3.24,11.15416667,468.12909381,1,"20","20","0","0","0","Nocturnal",2,1.4144,5,"0","1","1","1","1","0",8,58.8996520634921
"Galictis vittata",8,3.5,130,426,-7.167969,-35.367968,"Brazil",0.026363308,0.03841134,3.2,3.24,11.15416667,468.12909381,1,"20","20","0","0","0","Nocturnal",2,1.4144,5,"0","1","1","1","1","0",8,58.8996520634921
"Gracilinanus agilis",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.004906442,0.009665691,0.022,0.21800642,6.075,270,1.3605,"50","0","0","0","0","Nocturnal",11.75,2,3,"0","0","0","1","0","0",2,845.234821111111
"Herpailurus yagouaroundi",8,3.5,178.8,91,9.017987,-73.633823,"Colombia",0.044865649,0.065369251,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",12,2.333333333,99,184,-0.461755,-77.904245,"Ecuador",0.04007466,0.05185661,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",28,1,180.4,1126,-22.307184,-43.130266,"Brazil",0.001796875,0.002149063,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.132262351,0.132262351,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",24,1.166666667,99.3,183,9.508766,-75.236148,"Colombia",0.020085957,0.024022805,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",12,2.333333333,59.6,730,-19.72597,-40.644482,"Brazil",0.008389262,0.010855705,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",6,4.666666667,26,761,-28.170158,-52.314813,"Brazil",0.018447387,0.026877843,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",4,7,115,365,-11.904988,-48.737133,"Brazil",0.008695652,0.012669565,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",4,7,216,538,-16.575593,-50.261,"Brazil",0.012563679,0.01830528,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",672,0.041666667,57.5,1765,-20.580677,-40.417217,"Brazil",0.007193004,0.007193004,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Herpailurus yagouaroundi",4,7,45,366,-30.347781,-53.998679,"Brazil",0.022161506,0.032289314,6.875,52.35,16.775,803.5104,1.5,"10","0","0","0","0","Diurnal",2.42,2,3,"0","1","1","1","1","0",8,20.1978815238095
"Hydrochoerus hydrochaeris",4,7,45,366,-30.347781,-53.998679,"Brazil",0.044323012,0.064578628,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",4,7,70,214,-20.187971,-54.806624,"Brazil",0.024365821,0.035501001,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",4,7,90,610,-25.54553,-48.78396,"Brazil",0.03989071,0.058120764,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",4,7,96,365,-19.36333333,-48.07916667,"Brazil",0.135416667,0.197302084,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",28,1,180.4,1126,-22.307184,-43.130266,"Brazil",0.053906259,0.064471886,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.007347908,0.007347908,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",8,3.5,55,366,-18.232298,-50.431983,"Brazil",0.018132141,0.026418529,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",4,7,192,365,-19.278735,-48.122972,"Brazil",0.067708333,0.098651041,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",672,0.041666667,57.5,1765,-20.580677,-40.417217,"Brazil",0.003596502,0.003596502,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",672,0.041666667,366,1461,-24.866723,-50.445759,"Brazil",0.055972592,0.055972592,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",4,7,63,242,-26.581324,-48.722133,"Brazil",0.023940706,0.034881609,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",4,7,100,365,-13.561588,-58.421854,"Brazil",0.08,0.11656,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",672,0.041666667,412,303,-26.07434,-49.744804,"Brazil",0.017543016,0.017543016,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Hydrochoerus hydrochaeris",20,1.4,36,183,-10.675567,-62.208069,"Brazil",0.166211293,0.198788706,48.14491,0.07,12,566.36,10,"0","0","0","0","90","Diurnal",3.49,1,2,"1","1","1","1","1","1",9,6.48
"Leopardus colocolo",8,3.5,91.5,181,-4.926667,-80.344444,"Peru",0.022039067,0.032110921,5,3.8,19.55,516.182793438572,1,"0","0","0","0","0","Nocturnal",2.5,1,1,"0","1","1","1","1","0",7,3.97897577777778
"Leopardus colocolo",8,3.5,29,365,-30.117957,-53.619222,"Brazil",0.034482759,0.05024138,5,3.8,19.55,516.182793438572,1,"0","0","0","0","0","Nocturnal",2.5,1,1,"0","1","1","1","1","0",7,3.97897577777778
"Leopardus geoffroyi",8,3.5,29,365,-30.117957,-53.619222,"Brazil",0.068965517,0.100482758,4,5.56,23,479,3.48479487179487,"0","10","0","0","0","Nocturnal",2.02,1.315,3,"0","1","1","1","1","0",8,6.53960944444444
"Leopardus geoffroyi",4,7,45,366,-30.347781,-53.998679,"Brazil",0.044323012,0.064578628,4,5.56,23,479,3.48479487179487,"0","10","0","0","0","Nocturnal",2.02,1.315,3,"0","1","1","1","1","0",8,6.53960944444444
"Leopardus pardalis",4,7,192,365,-19.278735,-48.122972,"Brazil",0.005208333,0.007588541,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",4,7,115,365,-11.904988,-48.737133,"Brazil",0.008695652,0.012669565,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.058783267,0.058783267,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",28,1,180.4,1126,-22.307184,-43.130266,"Brazil",0.003593751,0.004298126,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.009812883,0.014297371,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",4,7,96,365,-19.36333333,-48.07916667,"Brazil",0.010416667,0.015177084,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",40,0.7,12,488,-22.246302,-47.839529,"Brazil",0.062329235,0.062329235,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",672,0.041666667,412,303,-26.07434,-49.744804,"Brazil",0.01461918,0.01461918,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",672,0.041666667,366,1461,-24.866723,-50.445759,"Brazil",0.014334444,0.014334444,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",4,7,90,610,-25.54553,-48.78396,"Brazil",0.006648452,0.009686795,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus pardalis",4,7,100,365,-13.561588,-58.421854,"Brazil",0.01,0.01457,11.88,5.08,24.76666667,663.5048,1,"0","20","0","0","0","Nocturnal",1.66,1,3,"0","1","1","1","1","0",8,0.102
"Leopardus tigrinus",6,4.666666667,26,761,-28.170158,-52.314813,"Brazil",0.036894774,0.053755686,2.25,2.9,21.79166667,821.25,1,"0","0","0","0","0","Nocturnal",1.5,1.1,1,"0","1","1","1","1","0",8,7.57662033333333
"Leopardus tigrinus",16,1.75,92,153,2.240471,-76.770907,"Colombia",0.051861324,0.067108553,2.25,2.9,21.79166667,821.25,1,"0","0","0","0","0","Nocturnal",1.5,1.1,1,"0","1","1","1","1","0",8,7.57662033333333
"Leopardus tigrinus",16,1.75,13,153,2.099348,-77.005253,"Colombia",0.183509301,0.237461035,2.25,2.9,21.79166667,821.25,1,"0","0","0","0","0","Nocturnal",1.5,1.1,1,"0","1","1","1","1","0",8,7.57662033333333
"Leopardus tigrinus",4,7,90,610,-25.54553,-48.78396,"Brazil",0.026593807,0.038747177,2.25,2.9,21.79166667,821.25,1,"0","0","0","0","0","Nocturnal",1.5,1.1,1,"0","1","1","1","1","0",8,7.57662033333333
"Leopardus tigrinus",672,0.041666667,366,1461,-24.866723,-50.445759,"Brazil",0.010921481,0.010921481,2.25,2.9,21.79166667,821.25,1,"0","0","0","0","0","Nocturnal",1.5,1.1,1,"0","1","1","1","1","0",8,7.57662033333333
"Leopardus tigrinus",12,2.333333333,99,184,-0.461755,-77.904245,"Ecuador",0.02003733,0.025928305,2.25,2.9,21.79166667,821.25,1,"0","0","0","0","0","Nocturnal",1.5,1.1,1,"0","1","1","1","1","0",8,7.57662033333333
"Leopardus tigrinus",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.022043725,0.022043725,2.25,2.9,21.79166667,821.25,1,"0","0","0","0","0","Nocturnal",1.5,1.1,1,"0","1","1","1","1","0",8,7.57662033333333
"Leopardus tigrinus",8,3.5,28,245,-19.936923,-40.482438,"Brazil",0.053206997,0.077522595,2.25,2.9,21.79166667,821.25,1,"0","0","0","0","0","Nocturnal",1.5,1.1,1,"0","1","1","1","1","0",8,7.57662033333333
"Leopardus wiedii",4,7,115,365,-11.904988,-48.737133,"Brazil",0.008695652,0.012669565,3.27081,8.54,21,659,1,"0","0","0","0","0","Nocturnal",1.5,1.06378333333333,2,"0","1","1","1","1","0",8,5.9687351111111
"Leopardus wiedii",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.022043725,0.022043725,3.27081,8.54,21,659,1,"0","0","0","0","0","Nocturnal",1.5,1.06378333333333,2,"0","1","1","1","1","0",8,5.9687351111111
"Leopardus wiedii",4,7,90,610,-25.54553,-48.78396,"Brazil",0.006648452,0.009686795,3.27081,8.54,21,659,1,"0","0","0","0","0","Nocturnal",1.5,1.06378333333333,2,"0","1","1","1","1","0",8,5.9687351111111
"Leopardus wiedii",4,7,45,366,-30.347781,-53.998679,"Brazil",0.022161506,0.032289314,3.27081,8.54,21,659,1,"0","0","0","0","0","Nocturnal",1.5,1.06378333333333,2,"0","1","1","1","1","0",8,5.9687351111111
"Lepus europaeus",40,0.7,12,488,-22.246302,-47.839529,"Brazil",0.062329235,0.062329235,3.74,0.31,10.65,227.66128,1.8865,"0","0","0","0","100","Nocturnal",2.29,3.75,1,"0","1","1","0","1","0",5,47.48
"Lepus europaeus",4,7,90,610,-25.54553,-48.78396,"Brazil",0.079781421,0.11624153,3.74,0.31,10.65,227.66128,1.8865,"0","0","0","0","100","Nocturnal",2.29,3.75,1,"0","1","1","0","1","0",5,47.48
"Lepus europaeus",6,4.666666667,26,761,-28.170158,-52.314813,"Brazil",0.055342161,0.080633529,3.74,0.31,10.65,227.66128,1.8865,"0","0","0","0","100","Nocturnal",2.29,3.75,1,"0","1","1","0","1","0",5,47.48
"Lepus europaeus",4,7,192,365,-19.278735,-48.122972,"Brazil",0.005208333,0.007588541,3.74,0.31,10.65,227.66128,1.8865,"0","0","0","0","100","Nocturnal",2.29,3.75,1,"0","1","1","0","1","0",5,47.48
"Lepus europaeus",672,0.041666667,412,303,-26.07434,-49.744804,"Brazil",0.032162197,0.032162197,3.74,0.31,10.65,227.66128,1.8865,"0","0","0","0","100","Nocturnal",2.29,3.75,1,"0","1","1","0","1","0",5,47.48
"Lepus europaeus",4,7,45,366,-30.347781,-53.998679,"Brazil",0.110807529,0.16144657,3.74,0.31,10.65,227.66128,1.8865,"0","0","0","0","100","Nocturnal",2.29,3.75,1,"0","1","1","0","1","0",5,47.48
"Lepus europaeus",224,0.125,160,790,-22.267404,-48.202888,"Brazil",0.063528481,0.063528481,3.74,0.31,10.65,227.66128,1.8865,"0","0","0","0","100","Nocturnal",2.29,3.75,1,"0","1","1","0","1","0",5,47.48
"Lepus europaeus",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.014695817,0.014695817,3.74,0.31,10.65,227.66128,1.8865,"0","0","0","0","100","Nocturnal",2.29,3.75,1,"0","1","1","0","1","0",5,47.48
"Lontra longicaudis",4,7,45,366,-30.347781,-53.998679,"Brazil",0.022161506,0.032289314,6.55497,6.29,14.89166667,521.539367076667,1,"10","0","0","0","0","Nocturnal",3.3925,1.1511,3,"0","0","1","1","1","1",7,11.1807041111111
"Lontra longicaudis",672,0.041666667,412,303,-26.07434,-49.744804,"Brazil",0.005847672,0.005847672,6.55497,6.29,14.89166667,521.539367076667,1,"10","0","0","0","0","Nocturnal",3.3925,1.1511,3,"0","0","1","1","1","1",7,11.1807041111111
"Lontra longicaudis",672,0.041666667,366,1461,-24.866723,-50.445759,"Brazil",0.006143333,0.006143333,6.55497,6.29,14.89166667,521.539367076667,1,"10","0","0","0","0","Nocturnal",3.3925,1.1511,3,"0","0","1","1","1","1",7,11.1807041111111
"Lontra longicaudis",4,7,90,610,-25.54553,-48.78396,"Brazil",0.006648452,0.009686795,6.55497,6.29,14.89166667,521.539367076667,1,"10","0","0","0","0","Nocturnal",3.3925,1.1511,3,"0","0","1","1","1","1",7,11.1807041111111
"Lutreolina crassicaudata",4,7,192,365,-19.278735,-48.122972,"Brazil",0.010416667,0.017854167,0.5373,0.00143,2.954166667,182.64,2.28864285714286,"20","20","0","0","0","Nocturnal",7.855,2,4,"0","0","1","1","1","0",5,523.273566666667
"Lutreolina crassicaudata",4,7,96,365,-19.36333333,-48.07916667,"Brazil",0.020833333,0.035708333,0.5373,0.00143,2.954166667,182.64,2.28864285714286,"20","20","0","0","0","Nocturnal",7.855,2,4,"0","0","1","1","1","0",5,523.273566666667
"Lycalopex gymnocercus",6,4.666666667,26,761,-28.170158,-52.314813,"Brazil",0.166026483,0.241900586,4.54267,2.68,13.7,304.18,4.57203571428571,"0","20","0","0","20","Nocturnal",3.09,1.1,4,"0","1","1","1","1","0",7,20.534979
"Lycalopex gymnocercus",4,7,45,366,-30.347781,-53.998679,"Brazil",0.243776563,0.355182452,4.54267,2.68,13.7,304.18,4.57203571428571,"0","20","0","0","20","Nocturnal",3.09,1.1,4,"0","1","1","1","1","0",7,20.534979
"Lycalopex gymnocercus",8,3.5,29,365,-30.117957,-53.619222,"Brazil",0.344827586,0.502413793,4.54267,2.68,13.7,304.18,4.57203571428571,"0","20","0","0","20","Nocturnal",3.09,1.1,4,"0","1","1","1","1","0",7,20.534979
"Lycalopex sechurae",8,3.5,91.5,181,-4.926667,-80.344444,"Peru",2.358180117,3.43586843,4.234,2.16235963333333,9.9,549.436595733333,1,"10","30","0","0","10","Nocturnal",3.33115,1.4613,5,"1","0","1","1","0","0",4,38.0224176666667
"Lycalopex vetulus",4,7,96,365,-19.36333333,-48.07916667,"Brazil",0.083333333,0.121416666,4.23347,3.8,12.55833333,276.05452,2.489,"10","30","0","0","10","Diurnal",3.2725,1.625,5,"0","1","1","0","1","0",6,41.521479
"Lycalopex vetulus",4,7,115,365,-11.904988,-48.737133,"Brazil",0.008695652,0.012669565,4.23347,3.8,12.55833333,276.05452,2.489,"10","30","0","0","10","Diurnal",3.2725,1.625,5,"0","1","1","0","1","0",6,41.521479
"Lycalopex vetulus",4,7,70,214,-20.187971,-54.806624,"Brazil",0.048731642,0.071002002,4.23347,3.8,12.55833333,276.05452,2.489,"10","30","0","0","10","Diurnal",3.2725,1.625,5,"0","1","1","0","1","0",6,41.521479
"Lycalopex vetulus",4,7,192,365,-19.278735,-48.122972,"Brazil",0.041666667,0.060708334,4.23347,3.8,12.55833333,276.05452,2.489,"10","30","0","0","10","Diurnal",3.2725,1.625,5,"0","1","1","0","1","0",6,41.521479
"Lycalopex vetulus",4,7,216,538,-16.575593,-50.261,"Brazil",0.012563679,0.01830528,4.23347,3.8,12.55833333,276.05452,2.489,"10","30","0","0","10","Diurnal",3.2725,1.625,5,"0","1","1","0","1","0",6,41.521479
"Lycalopex vetulus",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.186444779,0.271650043,4.23347,3.8,12.55833333,276.05452,2.489,"10","30","0","0","10","Diurnal",3.2725,1.625,5,"0","1","1","0","1","0",6,41.521479
"Lycalopex vetulus",4,7,100,365,-13.561588,-58.421854,"Brazil",0.06,0.08742,4.23347,3.8,12.55833333,276.05452,2.489,"10","30","0","0","10","Diurnal",3.2725,1.625,5,"0","1","1","0","1","0",6,41.521479
"Marmosa murina",4,7,100,365,-13.561588,-58.421854,"Brazil",0.01,0.0197,0.03628,1.5835672,12,406.92,1,"40","10","0","0","0","Nocturnal",6.95,2,5,"1","1","0","1","1","0",6,509.452114015873
"Mazama americana",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.066131175,0.066131175,22.79975,0.6095,13.81666667,380.116,1,"0","0","0","20","80","Nocturnal",1.22,1,2,"0","0","1","1","1","0",5,0.24
"Mazama americana",4,7,115,365,-11.904988,-48.737133,"Brazil",0.008695652,0.012669565,22.79975,0.6095,13.81666667,380.116,1,"0","0","0","20","80","Nocturnal",1.22,1,2,"0","0","1","1","1","0",5,0.24
"Mazama gouazoubira",4,7,45,366,-30.347781,-53.998679,"Brazil",0.044323012,0.064578628,16.63317,0.764,13.4,623.938,1,"0","0","0","20","50","Nocturnal",1,1,3,"0","0","1","1","1","0",5,3.16
"Mazama gouazoubira",8,3.5,29,365,-30.117957,-53.619222,"Brazil",0.034482759,0.05024138,16.63317,0.764,13.4,623.938,1,"0","0","0","20","50","Nocturnal",1,1,3,"0","0","1","1","1","0",5,3.16
"Mazama gouazoubira",9.3,3.010752688,136,547,-14.157535,-47.59415,"Brazil",0.004906442,0.007148686,16.63317,0.764,13.4,623.938,1,"0","0","0","20","50","Nocturnal",1,1,3,"0","0","1","1","1","0",5,3.16
"Mazama gouazoubira",40,0.7,12,488,-22.246302,-47.839529,"Brazil",0.062329235,0.062329235,16.63317,0.764,13.4,623.938,1,"0","0","0","20","50","Nocturnal",1,1,3,"0","0","1","1","1","0",5,3.16
"Mazama nana",56,0.5,34,1461,-25.753,-54.54,"Argentina",0.022043725,0.022043725,16.49985,2.22678652,18.29,649.203258649206,3.406,"0","0","0","20","80","Nocturnal",1.53092452380952,1.15893888888889,2,"0","0","0","1","0","0",1,46.4856136587302
"Metachirus nudicaudatus",672,0.041666667,57.5,1765,-20.580677,-40.417217,"Brazil",0.003596502,0.003596502,0.375,0.084,3,425.9916154,1,"30","20","0","0","0","Nocturnal",4.435,1.55,5,"0","0","0","1","1","0",4,22
"Metachirus nudicaudatus",12,2.333333333,99,184,-0.461755,-77.904245,"Ecuador",0.02003733,0.030597003,0.375,0.084,3,425.9916154,1,"30","20","0","0","0","Nocturnal",4.435,1.55,5,"0","0","0","1","1","0",4,22
"Microsciurus flaviventer",12,2.333333333,99,184,-0.461755,-77.904245,"Ecuador",0.02003733,0.035245663,0.092,0.126281426666667,10.6818859724592,410.419167766667,2,"0","0","0","50","0","Diurnal",2,2.0075125,2,"0","0","0","1","0","0",1,385.079384603175
"Mus musculus",56,0.5,12,140,-21.98528,-47.871842,"Brazil",0.217261905,0.217261905,0.0193,0.000516,5,53.355,6.22625,"20","0","0","20","60","Nocturnal",5.805,4.57,3,"1","1","1","1","1","0",9,4000
"Mustela frenata",16,1.75,92,153,2.240471,-76.770907,"Colombia",0.077791986,0.136836103,0.170315,0.21,7.4,162.22388,1,"0","0","0","0","0","Nocturnal",6.36,1,1,"0","1","1","1","1","0",7,403.708477611111
"Mustela frenata",12,2.333333333,99,184,-0.461755,-77.904245,"Ecuador",0.060111989,0.105736989,0.170315,0.21,7.4,162.22388,1,"0","0","0","0","0","Nocturnal",6.36,1,1,"0","1","1","1","1","0",7,403.708477611111
"Myocastor coypus",6,4.666666667,26,761,-28.170158,-52.314813,"Brazil",0.092236935,0.134389214,6.93745,0.02,8.483333333,159.789,7.5,"0","0","0","0","100","Nocturnal",5.34,2.32,1,"0","0","1","1","1","1",6,189.4712995
"Myocastor coypus",4,7,90,610,-25.54553,-48.78396,"Brazil",0.019945355,0.029060382,6.93745,0.02,8.483333333,159.789,7.5,"0","0","0","0","100","Nocturnal",5.34,2.32,1,"0","0","1","1","1","1",6,189.4712995
"Myocastor coypus",4,7,137,365,-32.076796,-52.270823,"Brazil",1.131386861,1.648430656,6.93745,0.02,8.483333333,159.789,7.5,"0","0","0","0","100","Nocturnal",5.34,2.32,1,"0","0","1","1","1","1",6,189.4712995
